Date,LakeLevel,Temperature,Windspeed,Humidity,Precipitation
1986-10-08,20.08,12.79,15.72,88.25,0.14
1986-10-09,20.08,11.95,6.38,85.42,0.03
1986-10-10,20.08,12.82,9.87,83.12,0.0
1986-10-11,20.08,11.7,9.96,88.75,0.0
1986-10-12,20.08,9.19,8.13,90.17,0.0
1986-10-13,20.08,11.12,15.64,78.29,0.0
1986-10-14,20.08,12.08,10.08,71.33,0.0
1986-10-15,20.08,12.85,9.99,74.33,0.0
1986-10-16,20.08,10.7,6.62,69.17,0.0
1986-10-17,20.08,10.26,8.45,83.54,0.0
1986-10-18,20.08,8.75,12.46,87.46,0.0
1986-10-19,20.08,10.22,17.37,86.0,0.1
1986-10-20,20.08,8.58,19.52,82.54,0.39
1986-10-21,20.09,7.98,33.44,78.88,0.33
1986-10-22,20.09,9.35,14.93,91.92,0.32
1986-10-23,20.09,8.47,20.07,78.88,0.15
1986-10-24,20.09,6.94,21.73,67.21,0.0
1986-10-25,20.09,7.36,16.07,74.46,0.0
1986-10-26,20.09,9.41,15.79,76.83,0.02
1986-10-27,20.09,8.41,12.95,77.79,0.0
1986-10-28,20.09,7.87,15.91,72.21,0.0
1986-10-29,20.09,9.54,15.69,83.25,0.24
1986-10-30,20.1,5.83,9.9,86.08,0.0
1986-10-31,20.1,6.54,16.68,84.71,0.03
1986-11-01,20.1,8.61,15.75,85.88,0.07
1986-11-02,20.1,7.58,18.42,84.54,0.07
1986-11-03,20.11,3.48,9.51,84.46,0.0
1986-11-04,20.11,5.23,14.54,86.88,0.03
1986-11-05,20.11,5.95,19.47,92.17,0.21
1986-11-06,20.12,7.63,28.5,78.54,0.18
1986-11-07,20.12,5.98,16.75,80.29,0.0
1986-11-08,20.12,6.87,14.45,77.04,0.0
1986-11-09,20.12,5.93,17.17,78.96,0.0
1986-11-10,20.12,6.14,16.74,78.17,0.0
1986-11-11,20.12,9.35,16.05,82.33,0.0
1986-11-12,20.12,9.14,15.16,81.12,0.0
1986-11-13,20.12,5.12,10.93,95.67,0.0
1986-11-14,20.12,6.73,10.78,89.5,0.0
1986-11-15,20.13,5.71,11.48,88.12,0.0
1986-11-16,20.13,8.97,10.04,90.17,0.03
1986-11-17,20.13,9.36,8.88,92.46,0.01
1986-11-18,20.13,8.21,16.26,83.21,0.02
1986-11-19,20.13,9.42,21.74,77.33,0.04
1986-11-20,20.14,9.73,18.21,84.0,0.05
1986-11-21,20.14,5.4,15.08,78.42,0.0
1986-11-22,20.13,6.49,16.37,82.83,0.03
1986-11-23,20.13,6.56,11.36,93.88,0.05
1986-11-24,20.13,5.27,17.12,83.04,0.0
1986-11-25,20.14,9.81,19.16,82.92,0.02
1986-11-26,20.14,9.77,14.85,83.96,0.0
1986-11-27,20.14,7.27,17.53,84.62,0.04
1986-11-28,20.14,5.16,10.87,86.67,0.0
1986-11-29,20.14,1.84,10.03,88.25,0.0
1986-11-30,20.14,0.58,9.52,90.96,0.0
1986-12-01,20.14,0.24,15.45,86.83,0.0
1986-12-02,20.14,4.56,21.68,87.62,0.0
1986-12-03,20.14,7.35,21.3,87.04,0.0
1986-12-04,20.14,8.62,24.91,65.38,0.0
1986-12-05,20.14,8.97,22.5,66.58,0.0
1986-12-06,20.14,6.53,19.47,79.79,0.05
1986-12-07,20.14,1.52,10.83,96.0,0.0
1986-12-08,20.14,3.74,15.47,87.5,0.0
1986-12-09,20.13,2.87,14.6,79.0,0.0
1986-12-10,20.13,4.42,8.55,92.21,0.0
1986-12-11,20.13,2.53,5.69,95.71,0.04
1986-12-12,20.14,1.37,3.53,92.88,0.0
1986-12-13,20.14,0.3,9.45,90.46,0.0
1986-12-14,20.14,1.69,12.05,90.83,0.05
1986-12-15,20.14,1.21,9.85,93.33,0.0
1986-12-16,20.14,2.2,23.47,90.79,0.5
1986-12-17,20.14,2.77,21.74,87.33,0.06
1986-12-18,20.15,3.78,18.01,90.29,0.19
1986-12-19,20.16,2.62,31.28,91.17,0.76
1986-12-20,20.18,0.95,18.58,92.08,0.14
1986-12-21,20.2,-2.45,11.01,70.54,0.0
1986-12-22,20.2,-3.64,19.27,77.54,0.13
1986-12-23,20.2,-4.06,17.21,85.71,0.08
1986-12-24,20.21,-5.01,13.32,89.08,0.0
1986-12-25,20.22,-5.85,12.91,87.38,0.0
1986-12-26,20.22,-2.25,15.55,89.79,0.13
1986-12-27,20.22,0.38,15.37,94.79,0.2
1986-12-28,20.23,1.32,17.87,94.5,0.32
1986-12-29,20.24,5.63,27.2,91.75,0.6
1986-12-30,20.26,2.61,17.77,80.92,0.03
1986-12-31,20.27,4.37,17.53,93.25,0.53
1987-01-01,20.29,3.25,15.25,93.08,0.23
1987-01-02,20.29,-4.31,19.93,72.71,0.3
1987-01-03,20.29,-7.06,12.61,77.17,0.01
1987-01-04,20.29,-4.72,12.1,83.96,0.01
1987-01-05,20.29,0.81,22.05,90.46,0.37
1987-01-06,20.3,-1.22,17.75,88.12,0.05
1987-01-07,20.3,-6.76,8.91,72.04,0.0
1987-01-08,20.29,-6.24,14.3,80.88,0.22
1987-01-09,20.29,-5.48,17.84,85.04,0.02
1987-01-10,20.29,-12.63,9.65,83.12,0.0
1987-01-11,20.28,-19.54,11.39,79.96,0.0
1987-01-12,20.28,-16.1,15.68,75.58,0.31
1987-01-13,20.28,-18.46,6.4,79.58,0.02
1987-01-14,20.27,-22.08,12.37,77.42,0.0
1987-01-15,20.27,-15.94,23.97,77.92,0.0
1987-01-16,20.26,-11.91,17.66,79.42,0.0
1987-01-17,20.26,-13.19,10.21,84.38,0.0
1987-01-18,20.26,-11.65,12.17,82.54,0.0
1987-01-19,20.26,-9.55,12.2,84.79,0.0
1987-01-20,20.25,-13.03,7.31,84.21,0.0
1987-01-21,20.25,-10.46,7.33,86.12,0.0
1987-01-22,20.25,-3.4,7.65,92.71,0.03
1987-01-23,20.25,1.48,11.88,99.42,0.38
1987-01-24,20.25,-1.92,9.2,93.71,0.03
1987-01-25,20.25,1.36,28.45,91.62,0.07
1987-01-26,20.25,-1.32,21.86,81.12,0.15
1987-01-27,20.25,-3.75,16.72,75.17,0.0
1987-01-28,20.25,-2.61,16.38,84.88,0.07
1987-01-29,20.25,-8.78,10.44,79.21,0.05
1987-01-30,20.25,-13.53,13.58,79.42,0.0
1987-01-31,20.25,-8.52,15.51,73.08,0.0
1987-02-01,20.24,-6.12,10.3,79.04,0.0
1987-02-02,20.23,-9.71,9.05,76.96,0.0
1987-02-03,20.22,-7.43,11.28,79.25,0.0
1987-02-04,20.22,-4.97,9.53,89.12,0.0
1987-02-05,20.21,1.02,12.22,94.58,0.0
1987-02-06,20.21,3.49,24.28,89.33,0.12
1987-02-07,20.21,3.15,26.79,83.96,0.08
1987-02-08,20.21,-0.72,16.86,81.96,0.07
1987-02-09,20.22,3.43,13.49,96.25,0.07
1987-02-10,20.22,5.17,13.2,95.08,0.16
1987-02-11,20.23,2.24,11.61,90.71,0.0
1987-02-12,20.23,2.93,8.46,93.92,0.01
1987-02-13,20.23,0.66,9.15,97.17,0.07
1987-02-14,20.23,0.08,10.27,97.33,0.07
1987-02-15,20.23,0.87,12.72,95.88,0.3
1987-02-16,20.23,0.7,8.59,96.67,0.16
1987-02-17,20.23,-0.67,10.85,87.04,0.0
1987-02-18,20.23,-1.22,6.77,85.08,0.06
1987-02-19,20.23,-0.62,12.73,91.5,0.23
1987-02-20,20.23,-1.81,18.59,87.79,0.0
1987-02-21,20.23,-2.07,14.22,91.5,0.09
1987-02-22,20.23,-1.4,14.62,91.0,0.0
1987-02-23,20.23,-4.0,15.47,76.96,0.0
1987-02-24,20.23,-7.79,11.6,80.25,0.0
1987-02-25,20.21,-5.76,7.59,75.42,0.0
1987-02-26,20.2,-4.12,14.13,84.38,0.0
1987-02-27,20.2,-1.19,14.58,86.25,0.14
1987-02-28,20.2,0.94,9.84,94.42,0.12
1987-03-01,20.2,-4.86,13.47,67.25,0.0
1987-03-02,20.2,-8.25,19.82,63.54,0.0
1987-03-03,20.19,-9.86,12.8,68.58,0.0
1987-03-04,20.19,-7.43,9.95,69.96,0.0
1987-03-05,20.18,-6.12,6.43,67.92,0.0
1987-03-06,20.18,-6.69,11.34,72.12,0.0
1987-03-07,20.17,-6.57,15.43,77.88,0.0
1987-03-08,20.17,-4.25,8.7,78.33,0.0
1987-03-09,20.16,-2.9,15.11,71.08,0.0
1987-03-10,20.15,-3.65,12.18,70.12,0.0
1987-03-11,20.14,-4.39,10.03,69.88,0.0
1987-03-12,20.14,-4.56,8.07,61.08,0.0
1987-03-13,20.14,-3.63,10.53,52.67,0.0
1987-03-14,20.14,-1.96,10.18,56.58,0.0
1987-03-15,20.14,-0.48,10.4,59.04,0.02
1987-03-16,20.13,0.17,12.09,83.58,0.1
1987-03-17,20.13,-0.72,11.39,77.62,0.02
1987-03-18,20.14,2.53,17.35,91.25,0.36
1987-03-19,20.14,1.91,16.65,71.75,0.0
1987-03-20,20.14,0.78,9.5,74.58,0.0
1987-03-21,20.14,1.08,13.59,74.0,0.0
1987-03-22,20.14,1.99,14.94,72.46,0.05
1987-03-23,20.14,2.72,11.76,81.5,0.06
1987-03-24,20.14,5.0,8.55,95.46,0.06
1987-03-25,20.15,6.9,6.82,95.71,0.14
1987-03-26,20.15,7.49,12.28,86.17,0.1
1987-03-27,20.16,7.08,19.77,74.04,0.07
1987-03-28,20.16,9.96,24.68,65.67,0.05
1987-03-29,20.16,5.13,21.07,67.75,0.02
1987-03-30,20.16,2.71,14.88,69.42,0.0
1987-03-31,20.16,3.2,8.27,77.33,0.0
1987-04-01,20.16,2.79,11.82,85.92,0.02
1987-04-02,20.16,4.44,10.26,87.25,0.01
1987-04-03,20.16,6.62,17.24,76.12,0.0
1987-04-04,20.17,7.7,23.48,77.42,0.0
1987-04-05,20.18,6.9,16.07,90.46,0.7
1987-04-06,20.18,6.04,15.88,86.25,0.13
1987-04-07,20.19,9.22,8.68,76.79,0.0
1987-04-08,20.19,10.5,12.39,75.21,0.04
1987-04-09,20.19,10.24,8.53,82.04,0.08
1987-04-10,20.2,7.5,11.92,94.0,1.38
1987-04-11,20.23,7.49,12.63,72.79,0.0
1987-04-12,20.24,7.44,6.8,72.83,0.07
1987-04-13,20.24,6.04,5.98,78.42,0.0
1987-04-14,20.24,7.26,7.05,74.21,0.02
1987-04-15,20.24,7.14,7.45,79.58,0.0
1987-04-16,20.24,9.03,12.51,73.17,0.01
1987-04-17,20.24,8.55,15.41,68.83,0.0
1987-04-18,20.24,7.45,11.97,68.96,0.0
1987-04-19,20.24,8.89,9.45,62.08,0.0
1987-04-20,20.25,10.3,16.21,78.42,0.24
1987-04-21,20.25,8.39,16.33,89.46,0.22
1987-04-22,20.25,6.52,7.28,77.08,0.0
1987-04-23,20.25,9.22,6.54,74.54,0.0
1987-04-24,20.25,11.5,5.23,73.58,0.0
1987-04-25,20.24,12.15,6.9,74.04,0.0
1987-04-26,20.24,8.73,14.27,72.71,0.0
1987-04-27,20.24,5.61,9.14,66.96,0.0
1987-04-28,20.24,9.08,6.97,65.67,0.0
1987-04-29,20.24,13.5,11.74,60.79,0.0
1987-04-30,20.24,16.39,11.54,61.79,0.0
1987-05-01,20.24,15.16,9.36,80.33,0.18
1987-05-02,20.24,15.24,8.57,77.71,0.1
1987-05-03,20.24,10.2,15.92,74.71,0.38
1987-05-04,20.24,9.28,9.26,93.0,0.46
1987-05-05,20.25,8.23,15.85,85.54,0.14
1987-05-06,20.26,7.72,9.72,82.75,0.01
1987-05-07,20.26,10.0,14.12,72.92,0.01
1987-05-08,20.24,9.25,12.5,65.58,0.0
1987-05-09,20.24,11.0,13.46,76.46,0.0
1987-05-10,20.24,13.08,14.89,74.08,0.2
1987-05-11,20.24,8.11,17.4,65.08,0.07
1987-05-12,20.24,9.65,19.71,77.38,0.32
1987-05-13,20.24,9.37,15.15,71.08,0.05
1987-05-14,20.24,7.86,12.92,70.0,0.02
1987-05-15,20.24,10.32,15.0,71.38,0.04
1987-05-16,20.23,11.08,10.93,74.79,0.07
1987-05-17,20.23,9.28,14.5,66.33,0.02
1987-05-18,20.23,10.09,8.85,75.75,0.02
1987-05-19,20.23,11.91,8.88,69.58,0.0
1987-05-20,20.23,9.33,13.4,71.62,0.0
1987-05-21,20.23,8.6,11.73,71.25,0.01
1987-05-22,20.23,8.73,14.21,83.62,0.05
1987-05-23,20.23,11.21,16.15,66.79,0.0
1987-05-24,20.22,11.65,10.37,64.42,0.0
1987-05-25,20.22,10.16,12.22,70.38,0.0
1987-05-26,20.22,11.46,5.92,69.54,0.0
1987-05-27,20.21,14.43,6.72,67.29,0.08
1987-05-28,20.22,11.68,14.56,77.33,0.33
1987-05-29,20.22,10.75,11.51,71.62,0.04
1987-05-30,20.21,9.61,4.77,76.0,0.02
1987-05-31,20.21,11.23,6.8,69.67,0.0
1987-06-01,20.22,12.29,9.55,74.04,0.05
1987-06-02,20.22,12.64,14.65,81.08,0.22
1987-06-03,20.22,12.16,6.76,80.75,0.09
1987-06-04,20.22,13.63,6.35,91.21,0.46
1987-06-05,20.23,14.08,9.03,86.62,0.18
1987-06-06,20.23,14.95,12.8,77.58,0.0
1987-06-07,20.22,16.86,12.84,74.33,0.01
1987-06-08,20.22,15.06,18.0,76.08,0.1
1987-06-09,20.22,14.14,13.44,64.38,0.0
1987-06-10,20.22,14.45,7.79,75.46,0.1
1987-06-11,20.22,16.15,10.07,72.92,0.03
1987-06-12,20.22,15.72,10.34,80.04,0.16
1987-06-13,20.22,14.09,10.32,81.46,0.29
1987-06-14,20.22,16.55,13.55,79.58,0.2
1987-06-15,20.22,11.91,16.15,89.42,1.5
1987-06-16,20.25,11.55,22.05,79.21,0.0
1987-06-17,20.25,11.59,21.0,64.04,0.01
1987-06-18,20.25,10.12,18.93,81.83,0.25
1987-06-19,20.25,12.3,13.31,71.17,0.02
1987-06-20,20.25,15.97,8.82,71.62,0.02
1987-06-21,20.25,15.42,10.4,81.79,0.04
1987-06-22,20.25,13.95,8.11,71.21,0.0
1987-06-23,20.25,14.4,11.5,79.08,0.32
1987-06-24,20.25,13.47,10.0,73.96,0.04
1987-06-25,20.25,13.25,9.31,78.96,0.06
1987-06-26,20.25,15.69,10.05,76.17,0.01
1987-06-27,20.25,16.24,10.15,75.62,0.0
1987-06-28,20.25,17.93,10.23,81.42,0.0
1987-06-29,20.25,21.12,8.12,81.04,0.0
1987-06-30,20.25,24.46,7.54,76.0,0.03
1987-07-01,20.25,21.44,8.8,83.42,0.2
1987-07-02,20.24,17.63,7.18,68.92,0.0
1987-07-03,20.24,17.18,8.27,68.67,0.0
1987-07-04,20.24,17.54,11.39,68.17,0.0
1987-07-05,20.23,16.51,7.69,68.75,0.0
1987-07-06,20.23,18.83,7.96,65.92,0.0
1987-07-07,20.22,21.39,10.7,62.67,0.0
1987-07-08,20.21,20.81,9.09,71.83,0.05
1987-07-09,20.21,16.34,15.52,68.25,0.0
1987-07-10,20.2,14.6,19.47,64.58,0.02
1987-07-11,20.2,18.38,13.53,68.75,0.01
1987-07-12,20.21,18.49,11.83,76.75,0.6
1987-07-13,20.21,15.75,15.47,68.62,0.0
1987-07-14,20.21,15.78,6.3,67.25,0.0
1987-07-15,20.21,18.69,16.32,63.33,0.02
1987-07-16,20.2,20.28,14.56,72.96,0.15
1987-07-17,20.2,20.56,13.78,79.0,0.52
1987-07-18,20.22,18.49,8.45,87.21,0.9
1987-07-19,20.3,18.19,10.17,78.0,0.99
1987-07-20,20.3,19.03,5.81,75.29,0.38
1987-07-21,20.32,17.4,6.38,82.12,0.08
1987-07-22,20.33,18.1,2.96,81.5,0.01
1987-07-23,20.32,18.26,4.52,87.42,0.32
1987-07-24,20.32,17.68,12.98,79.46,0.02
1987-07-25,20.31,15.42,15.31,71.46,0.04
1987-07-26,20.3,12.83,18.82,65.92,0.01
1987-07-27,20.3,12.84,19.49,75.21,0.19
1987-07-28,20.3,13.6,17.32,80.08,0.07
1987-07-29,20.29,14.01,10.53,76.12,0.0
1987-07-30,20.29,16.59,8.22,86.42,0.38
1987-07-31,20.29,15.25,16.17,78.33,0.02
1987-08-01,20.29,15.84,18.64,78.79,0.13
1987-08-02,20.29,14.33,18.68,74.29,0.09
1987-08-03,20.28,13.95,13.53,74.71,0.05
1987-08-04,20.29,13.52,16.14,77.08,0.04
1987-08-05,20.29,12.84,18.07,74.83,0.02
1987-08-06,20.29,11.35,17.75,83.08,0.31
1987-08-07,20.29,12.46,11.11,75.0,0.0
1987-08-08,20.28,14.51,13.15,65.08,0.0
1987-08-09,20.28,14.66,6.85,81.71,0.35
1987-08-10,20.29,14.07,8.58,87.58,0.32
1987-08-11,20.29,13.94,14.14,76.67,0.01
1987-08-12,20.29,13.83,7.56,79.46,0.01
1987-08-13,20.29,14.57,4.69,79.29,0.08
1987-08-14,20.29,16.34,11.45,84.96,0.33
1987-08-15,20.29,15.35,18.93,79.75,0.09
1987-08-16,20.29,15.37,13.89,75.96,0.0
1987-08-17,20.3,16.45,7.34,87.17,0.06
1987-08-18,20.3,19.35,5.9,86.96,0.14
1987-08-19,20.3,17.3,9.59,92.46,0.2
1987-08-20,20.31,16.91,8.56,79.17,0.0
1987-08-21,20.31,17.47,8.29,76.12,0.0
1987-08-22,20.31,19.82,10.43,73.58,0.0
1987-08-23,20.31,20.97,11.02,74.0,0.0
1987-08-24,20.31,20.99,7.81,85.92,0.38
1987-08-25,20.31,21.72,12.34,77.25,0.3
1987-08-26,20.31,16.93,17.92,74.29,0.03
1987-08-27,20.31,16.84,10.14,74.46,0.07
1987-08-28,20.31,15.69,16.56,78.96,0.01
1987-08-29,20.31,15.93,15.51,75.33,0.06
1987-08-30,20.31,13.91,13.78,70.88,0.0
1987-08-31,20.3,15.05,13.74,76.0,0.02
1987-09-01,20.3,13.82,9.25,78.33,0.0
1987-09-02,20.29,16.97,9.1,79.17,0.0
1987-09-03,20.28,17.43,6.33,82.17,0.0
1987-09-04,20.28,17.27,5.62,81.83,0.0
1987-09-05,20.27,18.33,10.86,80.08,0.2
1987-09-06,20.27,17.11,10.73,86.0,0.07
1987-09-07,20.26,15.8,18.12,74.38,0.06
1987-09-08,20.26,13.92,14.3,74.92,0.01
1987-09-09,20.26,13.29,11.04,82.79,0.03
1987-09-10,20.26,14.88,12.21,78.42,0.08
1987-09-11,20.26,14.9,17.66,78.67,0.13
1987-09-12,20.26,16.65,18.45,77.54,0.07
1987-09-13,20.26,17.49,14.46,76.12,0.05
1987-09-14,20.26,16.47,13.4,89.25,0.34
1987-09-15,20.28,14.47,20.35,72.83,0.01
1987-09-16,20.28,13.1,7.86,74.58,0.0
1987-09-17,20.27,12.9,12.69,83.0,0.13
1987-09-18,20.27,17.17,13.94,89.54,0.3
1987-09-19,20.26,12.31,10.47,74.92,0.0
1987-09-20,20.28,10.65,9.22,89.42,0.78
1987-09-21,20.28,12.31,11.01,85.54,0.0
1987-09-22,20.29,18.74,11.45,85.0,0.08
1987-09-23,20.3,18.24,10.07,93.08,0.39
1987-09-24,20.32,14.3,11.98,89.33,0.23
1987-09-25,20.32,12.23,16.04,77.75,0.09
1987-09-26,20.32,10.72,8.9,79.38,0.0
1987-09-27,20.32,9.91,19.74,70.92,0.0
1987-09-28,20.32,9.29,17.77,74.96,0.0
1987-09-29,20.32,8.7,11.39,84.83,0.05
1987-09-30,20.31,8.71,8.11,86.21,0.0
1987-10-01,20.31,8.27,8.53,82.75,0.01
1987-10-02,20.31,8.11,15.0,74.79,0.0
1987-10-03,20.3,8.36,16.24,73.17,0.0
1987-10-04,20.3,9.5,16.37,72.79,0.0
1987-10-05,20.3,10.5,15.02,72.96,0.0
1987-10-06,20.29,14.23,15.04,78.0,0.0
1987-10-07,20.29,13.47,16.91,70.33,0.0
1987-10-08,20.29,14.06,20.95,69.38,0.0
1987-10-09,20.29,10.23,19.81,61.5,0.0
1987-10-10,20.28,12.06,17.45,70.46,0.0
1987-10-11,20.28,15.18,12.45,81.83,0.0
1987-10-12,20.28,14.97,18.55,82.0,0.01
1987-10-13,20.29,9.88,13.27,72.71,0.0
1987-10-14,20.29,9.99,11.84,80.79,0.0
1987-10-15,20.29,12.04,18.93,78.08,0.02
1987-10-16,20.29,16.8,15.76,71.92,0.0
1987-10-17,20.29,13.49,6.52,84.33,0.2
1987-10-18,20.3,11.42,8.08,87.58,0.06
1987-10-19,20.3,9.12,4.51,92.08,0.0
1987-10-20,20.3,9.83,13.03,89.21,0.0
1987-10-21,20.3,10.74,16.05,82.42,0.0
1987-10-22,20.3,10.11,8.41,87.29,0.02
1987-10-23,20.3,10.09,6.27,89.71,0.05
1987-10-24,20.3,9.64,8.23,93.96,0.15
1987-10-25,20.31,7.75,8.02,90.54,0.0
1987-10-26,20.31,7.02,9.87,80.67,0.0
1987-10-27,20.31,6.85,22.39,74.75,0.0
1987-10-28,20.3,6.88,22.29,74.04,0.0
1987-10-29,20.3,5.93,19.59,68.21,0.0
1987-10-30,20.3,4.51,16.31,63.46,0.0
1987-10-31,20.3,3.08,13.63,74.71,0.0
1987-11-01,20.3,6.74,9.49,83.08,0.06
1987-11-02,20.3,7.93,7.64,93.25,0.05
1987-11-03,20.3,6.65,6.52,86.04,0.0
1987-11-04,20.3,7.29,6.31,87.96,0.0
1987-11-05,20.3,7.58,12.72,87.0,0.0
1987-11-06,20.3,7.94,16.37,87.5,0.0
1987-11-07,20.3,7.41,14.78,87.75,0.03
1987-11-08,20.3,6.85,15.04,85.79,0.0
1987-11-09,20.3,6.13,7.9,90.58,0.04
1987-11-10,20.3,4.59,12.57,88.08,0.0
1987-11-11,20.3,5.23,11.61,92.12,0.1
1987-11-12,20.3,7.62,23.1,82.04,0.08
1987-11-13,20.3,6.13,16.24,81.29,0.01
1987-11-14,20.3,6.25,20.55,87.67,0.19
1987-11-15,20.3,5.01,16.48,84.17,0.0
1987-11-16,20.31,5.95,17.18,84.67,0.22
1987-11-17,20.32,8.23,21.71,89.58,0.2
1987-11-18,20.32,8.33,19.82,87.83,0.02
1987-11-19,20.33,8.63,15.47,95.04,0.8
1987-11-20,20.35,6.52,16.86,89.33,0.35
1987-11-21,20.37,5.33,9.14,91.38,0.08
1987-11-22,20.38,4.49,12.21,97.46,0.16
1987-11-23,20.39,4.54,13.54,90.08,0.0
1987-11-24,20.39,2.06,17.49,81.88,0.0
1987-11-25,20.39,5.27,18.67,92.29,0.13
1987-11-26,20.39,2.69,9.27,90.33,0.0
1987-11-27,20.39,2.45,14.94,92.5,0.0
1987-11-28,20.39,4.15,16.8,87.0,0.07
1987-11-29,20.39,3.84,12.02,90.67,0.0
1987-11-30,20.39,3.69,5.27,92.5,0.01
1987-12-01,20.39,1.86,7.47,92.38,0.0
1987-12-02,20.39,2.44,11.35,89.33,0.0
1987-12-03,20.38,0.16,7.1,93.29,0.0
1987-12-04,20.38,0.1,13.64,85.5,0.0
1987-12-05,20.37,0.06,8.09,90.0,0.0
1987-12-06,20.37,-0.33,6.41,92.54,0.0
1987-12-07,20.36,-1.08,15.76,79.25,0.03
1987-12-08,20.36,-4.07,12.07,76.04,0.0
1987-12-09,20.36,-5.1,13.72,84.04,0.0
1987-12-10,20.35,-0.19,22.24,83.62,0.0
1987-12-11,20.35,1.32,19.28,90.04,0.03
1987-12-12,20.35,-1.83,6.56,91.5,0.0
1987-12-13,20.35,-2.54,6.31,84.5,0.0
1987-12-14,20.35,-3.07,4.54,84.88,0.0
1987-12-15,20.35,-3.2,6.55,79.38,0.0
1987-12-16,20.35,-1.34,7.76,88.88,0.06
1987-12-17,20.36,1.13,8.32,98.21,0.08
1987-12-18,20.36,7.15,17.49,96.12,0.3
1987-12-19,20.36,7.32,20.16,95.08,0.02
1987-12-20,20.36,6.42,18.45,96.12,0.4
1987-12-21,20.37,8.01,22.07,93.0,0.0
1987-12-22,20.37,6.72,14.68,94.67,0.22
1987-12-23,20.37,3.48,17.07,87.79,0.0
1987-12-24,20.37,1.15,7.99,93.67,0.0
1987-12-25,20.37,0.6,10.23,89.96,0.0
1987-12-26,20.37,4.4,15.29,93.04,0.05
1987-12-27,20.36,7.21,21.16,92.08,0.07
1987-12-28,20.36,8.9,22.16,88.92,0.18
1987-12-29,20.37,10.2,22.13,83.79,0.07
1987-12-30,20.37,9.75,24.64,83.62,0.13
1987-12-31,20.37,6.28,12.02,91.08,0.0
1988-01-01,20.37,6.0,15.23,90.58,0.02
1988-01-02,20.36,8.91,27.53,82.58,0.23
1988-01-03,20.36,8.17,26.63,74.5,0.07
1988-01-04,20.36,6.62,25.79,75.58,0.09
1988-01-05,20.36,7.13,21.7,84.71,0.21
1988-01-06,20.36,9.65,19.84,71.67,0.05
1988-01-07,20.36,6.77,21.0,73.96,0.0
1988-01-08,20.36,3.55,21.05,90.25,0.15
1988-01-09,20.36,2.32,9.78,87.58,0.0
1988-01-10,20.36,1.72,14.61,82.21,0.0
1988-01-11,20.35,2.33,18.26,80.79,0.19
1988-01-12,20.34,1.4,13.15,90.58,0.0
1988-01-13,20.34,-0.47,13.62,87.5,0.0
1988-01-14,20.33,-0.3,13.25,84.88,0.0
1988-01-15,20.33,-0.95,6.6,88.21,0.0
1988-01-16,20.33,-0.22,8.94,91.83,0.0
1988-01-17,20.32,1.07,5.88,97.92,0.2
1988-01-18,20.32,1.82,6.21,98.25,0.0
1988-01-19,20.32,1.08,11.67,93.67,0.0
1988-01-20,20.31,0.78,11.68,91.62,0.0
1988-01-21,20.31,0.95,9.12,91.33,0.0
1988-01-22,20.31,1.07,11.19,93.67,0.0
1988-01-23,20.31,1.5,12.48,93.58,0.11
1988-01-24,20.3,0.69,13.09,91.79,0.06
1988-01-25,20.3,4.7,14.45,94.12,0.26
1988-01-26,20.3,5.25,14.45,89.0,0.0
1988-01-27,20.3,4.8,14.63,91.92,0.08
1988-01-28,20.3,2.49,13.26,91.96,0.18
1988-01-29,20.3,5.64,13.37,92.71,0.01
1988-01-30,20.3,4.25,7.83,93.38,0.03
1988-01-31,20.3,3.11,12.77,91.79,0.02
1988-02-01,20.3,2.89,17.9,84.58,0.23
1988-02-02,20.3,6.16,22.13,80.04,0.08
1988-02-03,20.3,4.54,21.01,77.67,0.14
1988-02-04,20.3,6.54,16.41,75.08,0.03
1988-02-05,20.3,5.8,16.11,74.29,0.01
1988-02-06,20.3,4.91,20.31,81.12,0.11
1988-02-07,20.3,3.05,13.22,80.38,0.0
1988-02-08,20.3,1.78,19.21,80.96,0.1
1988-02-09,20.3,2.97,24.24,82.46,0.24
1988-02-10,20.31,3.57,24.23,77.79,0.05
1988-02-11,20.31,2.45,18.11,82.0,0.12
1988-02-12,20.32,1.74,8.39,86.29,0.07
1988-02-13,20.32,2.45,11.0,86.17,0.02
1988-02-14,20.32,2.02,11.37,81.42,0.0
1988-02-15,20.31,1.54,16.15,82.25,0.0
1988-02-16,20.31,3.3,16.02,80.25,0.0
1988-02-17,20.31,2.98,23.55,84.04,0.3
1988-02-18,20.32,2.21,17.36,88.96,0.1
1988-02-19,20.32,2.35,15.86,93.54,0.3
1988-02-20,20.32,-0.32,8.24,77.12,0.03
1988-02-21,20.32,0.57,14.31,76.92,0.06
1988-02-22,20.32,4.16,21.27,81.42,0.04
1988-02-23,20.32,2.49,15.56,91.17,0.4
1988-02-24,20.32,0.45,7.56,96.21,0.3
1988-02-25,20.32,-0.5,17.31,90.83,0.31
1988-02-26,20.33,-0.04,11.84,94.29,0.17
1988-02-27,20.33,0.86,14.51,93.25,0.0
1988-02-28,20.33,0.49,20.47,90.12,0.18
1988-02-29,20.33,0.53,20.33,86.12,0.19
1988-03-01,20.33,-0.59,16.28,91.04,0.17
1988-03-02,20.33,-2.11,14.81,81.12,0.02
1988-03-03,20.33,-0.67,12.12,83.08,0.0
1988-03-04,20.33,1.78,15.2,82.88,0.05
