Date,Temperature,Windspeed,Humidity,Precipitation,Groundwater
1976-03-06,-2.12,12.35,67.71,0.02,
1976-03-07,-3.03,9.3,66.88,0.01,
1976-03-08,-2.5,3.05,72.67,0.07,
1976-03-09,-3.02,8.46,67.29,0.02,
1976-03-10,-2.52,11.65,64.79,0.03,
1976-03-11,-1.0,11.05,66.79,0.0,
1976-03-12,-1.89,12.64,71.96,0.0,
1976-03-13,-0.4,16.18,63.92,0.0,
1976-03-14,0.67,8.77,78.75,0.01,
1976-03-15,0.51,8.97,83.46,0.0,
1976-03-16,0.49,10.47,86.33,0.06,
1976-03-17,-1.26,10.85,81.08,0.12,
1976-03-18,-3.11,9.42,78.75,0.0,
1976-03-19,-0.5,14.86,71.58,0.0,
1976-03-20,-2.38,14.4,74.96,0.01,
1976-03-21,-2.56,15.52,66.04,0.01,
1976-03-22,-1.37,11.28,76.42,0.05,
1976-03-23,-2.8,5.62,81.67,0.0,
1976-03-24,-0.8,5.58,76.62,0.03,
1976-03-25,0.97,13.46,84.58,0.08,
1976-03-26,5.86,18.86,93.29,0.27,
1976-03-27,5.45,19.03,73.67,0.02,
1976-03-28,8.0,17.72,76.21,0.02,
1976-03-29,8.7,17.42,74.92,0.0,
1976-03-30,6.77,23.2,74.58,0.07,
1976-03-31,6.82,19.33,69.21,0.02,
1976-04-01,9.28,15.46,74.38,0.0,
1976-04-02,12.1,15.1,72.29,0.0,
1976-04-03,9.25,12.19,76.17,0.03,
1976-04-04,6.83,7.03,72.62,0.09,
1976-04-05,8.05,14.32,72.42,0.06,
1976-04-06,8.31,24.92,69.17,0.05,
1976-04-07,5.3,16.47,68.58,0.05,
1976-04-08,3.87,11.13,77.88,0.06,
1976-04-09,3.81,8.14,72.21,0.0,
1976-04-10,4.55,6.33,70.46,0.0,
1976-04-11,6.48,5.6,78.83,0.0,
1976-04-12,7.48,9.49,73.71,0.0,
1976-04-13,8.43,9.91,67.67,0.0,
1976-04-14,8.24,6.05,81.71,0.02,
1976-04-15,9.27,11.19,82.71,0.01,
1976-04-16,9.65,11.28,85.21,0.04,
1976-04-17,10.23,6.3,80.46,0.0,
1976-04-18,11.53,8.82,76.46,0.0,
1976-04-19,9.89,9.94,69.08,0.0,
1976-04-20,7.9,9.22,60.38,0.0,
1976-04-21,6.02,12.75,74.96,0.03,
1976-04-22,3.18,12.66,74.88,0.06,
1976-04-23,3.32,12.57,67.88,0.04,
1976-04-24,3.92,20.44,79.33,0.12,
1976-04-25,6.71,20.96,70.33,0.0,
1976-04-26,6.02,14.88,64.25,0.0,
1976-04-27,3.7,16.55,77.38,0.08,
1976-04-28,2.3,21.46,70.67,0.08,
1976-04-29,2.57,8.15,66.5,0.02,
1976-04-30,5.98,16.06,67.12,0.03,
1976-05-01,7.44,12.36,72.21,0.01,
1976-05-02,10.29,10.1,62.96,0.0,
1976-05-03,11.0,10.18,74.29,0.07,
1976-05-04,10.22,22.57,78.38,0.43,
1976-05-05,9.94,16.12,69.29,0.0,
1976-05-06,12.88,5.5,67.0,0.0,
1976-05-07,12.32,8.83,66.83,0.0,
1976-05-08,14.28,9.64,58.71,0.0,
1976-05-09,17.55,16.12,50.62,0.0,
1976-05-10,18.41,19.36,50.25,0.0,
1976-05-11,18.09,15.72,49.46,0.0,
1976-05-12,14.06,9.5,63.67,0.06,
1976-05-13,13.51,13.81,61.92,0.02,
1976-05-14,9.47,18.12,59.17,0.02,
1976-05-15,10.63,11.81,58.75,0.0,
1976-05-16,13.02,9.28,64.79,0.0,
1976-05-17,14.08,6.88,65.33,0.0,
1976-05-18,16.17,11.33,52.79,0.0,
1976-05-19,17.78,13.12,43.71,0.0,
1976-05-20,15.9,7.85,67.04,0.15,
1976-05-21,13.0,9.4,91.83,0.2,
1976-05-22,11.91,12.29,87.62,0.22,
1976-05-23,12.08,15.83,63.21,0.0,
1976-05-24,10.29,12.9,75.92,0.07,
1976-05-25,12.89,10.8,74.21,0.05,
1976-05-26,13.22,12.11,72.21,0.07,
1976-05-27,11.85,8.91,73.17,0.06,
1976-05-28,10.9,13.01,85.5,0.07,
1976-05-29,9.63,7.42,69.58,0.0,
1976-05-30,10.53,8.95,73.79,0.12,
1976-05-31,11.86,16.13,74.79,0.14,
1976-06-01,10.92,12.97,74.58,0.12,
1976-06-02,11.72,10.04,72.08,0.0,
1976-06-03,12.42,9.0,76.75,0.07,
1976-06-04,12.36,4.67,82.21,0.02,
1976-06-05,13.2,6.98,78.67,0.01,
1976-06-06,15.85,9.57,65.17,0.0,
1976-06-07,17.24,12.07,65.42,0.0,
1976-06-08,17.08,10.57,68.0,0.0,
1976-06-09,14.97,13.3,55.79,0.0,
1976-06-10,14.46,10.11,49.88,0.0,
1976-06-11,15.08,12.9,60.38,0.02,
1976-06-12,15.28,9.5,60.88,0.01,
1976-06-13,17.07,16.75,62.62,0.05,
1976-06-14,17.14,12.42,57.38,0.0,
1976-06-15,14.64,18.93,74.92,0.26,
1976-06-16,12.28,24.02,76.75,0.15,
1976-06-17,15.8,17.44,66.67,0.06,
1976-06-18,17.38,17.13,52.17,0.0,
1976-06-19,17.97,12.95,64.29,0.02,
1976-06-20,16.4,16.93,79.75,0.13,
1976-06-21,15.55,17.28,66.79,0.12,
1976-06-22,16.2,10.52,64.04,0.0,
1976-06-23,17.51,7.52,68.71,0.0,
1976-06-24,18.86,6.39,69.83,0.0,
1976-06-25,21.45,6.48,65.54,0.0,
1976-06-26,23.26,7.07,57.08,0.0,
1976-06-27,23.95,5.8,53.12,0.0,
1976-06-28,24.13,9.5,55.04,0.0,
1976-06-29,20.77,10.12,57.29,0.0,
1976-06-30,20.96,8.55,54.83,0.0,
1976-07-01,21.31,11.36,53.25,0.0,
1976-07-02,20.33,14.18,35.04,0.0,
1976-07-03,21.61,8.07,37.58,0.0,
1976-07-04,23.17,9.65,46.25,0.0,
1976-07-05,19.86,16.66,47.67,0.0,
1976-07-06,17.64,9.14,44.38,0.0,
1976-07-07,18.87,9.99,52.17,0.02,
1976-07-08,18.92,6.5,51.88,0.07,
1976-07-09,16.46,9.85,77.04,0.39,
1976-07-10,16.96,11.55,68.58,0.0,
1976-07-11,20.25,9.22,65.62,0.03,
1976-07-12,20.75,5.5,69.96,0.01,
1976-07-13,20.12,10.54,67.04,0.02,
1976-07-14,19.5,6.88,76.04,0.11,
1976-07-15,20.73,5.37,72.17,0.0,
1976-07-16,23.71,6.96,59.17,0.0,
1976-07-17,26.34,8.56,50.17,0.0,
1976-07-18,25.41,11.0,58.42,0.0,
1976-07-19,23.71,5.57,69.88,0.06,
1976-07-20,23.78,8.16,67.17,0.0,
1976-07-21,20.65,7.19,81.92,0.6,
1976-07-22,17.25,12.72,73.79,0.02,
1976-07-23,17.26,12.03,69.5,0.02,
1976-07-24,17.04,11.35,69.46,0.0,
1976-07-25,16.97,5.68,74.42,0.0,
1976-07-26,19.03,10.47,71.79,0.0,
1976-07-27,19.11,11.17,65.42,0.0,
1976-07-28,16.68,18.4,65.08,0.04,
1976-07-29,15.27,19.32,58.17,0.03,
1976-07-30,17.11,15.61,59.54,0.03,
1976-07-31,16.68,14.8,63.29,0.02,
1976-08-01,14.41,12.29,61.88,0.06,
1976-08-02,13.62,15.21,70.17,0.07,
1976-08-03,14.83,15.73,83.58,0.27,
1976-08-04,13.89,16.32,69.33,0.03,
1976-08-05,14.37,11.85,65.25,0.03,
1976-08-06,14.88,12.19,75.0,0.03,
1976-08-07,16.45,12.67,70.92,0.03,
1976-08-08,16.06,7.25,76.29,0.01,
1976-08-09,17.5,7.97,65.67,0.0,
1976-08-10,18.22,9.56,62.58,0.0,
1976-08-11,18.18,8.92,70.75,0.0,
1976-08-12,18.09,8.11,70.04,0.01,
1976-08-13,17.58,8.04,73.71,0.07,
1976-08-14,17.61,9.68,71.83,0.01,
1976-08-15,17.34,9.22,67.5,0.0,
1976-08-16,17.53,9.14,67.5,0.0,
1976-08-17,16.93,9.56,79.08,0.03,
1976-08-18,17.93,9.26,73.04,0.01,
1976-08-19,17.5,10.63,75.83,0.12,
1976-08-20,17.57,9.09,75.92,0.06,
1976-08-21,16.46,18.37,56.08,0.0,
1976-08-22,15.25,11.55,54.46,0.0,
1976-08-23,15.1,6.2,62.83,0.0,
1976-08-24,17.9,5.13,65.54,0.0,
1976-08-25,19.74,5.3,59.54,0.0,
1976-08-26,19.01,12.16,54.96,0.03,
1976-08-27,15.71,5.67,84.75,0.17,
1976-08-28,18.23,13.85,72.79,0.09,
1976-08-29,21.55,15.77,54.92,0.0,
1976-08-30,21.8,13.85,54.58,0.0,
1976-08-31,19.32,11.52,74.25,0.1,
1976-09-01,16.81,8.45,70.71,0.0,
1976-09-02,14.7,12.78,73.88,0.1,
1976-09-03,12.62,15.02,70.12,0.02,
1976-09-04,12.75,15.76,67.88,0.02,
1976-09-05,11.8,9.52,62.0,0.0,
1976-09-06,13.84,12.3,70.12,0.06,
1976-09-07,14.83,15.37,70.92,0.0,
1976-09-08,15.63,11.34,67.29,0.0,
1976-09-09,16.79,13.06,66.21,0.03,
1976-09-10,14.38,20.24,69.29,0.12,
1976-09-11,13.71,12.71,60.92,0.0,
1976-09-12,16.01,11.54,60.38,0.0,
1976-09-13,17.64,9.13,65.04,0.0,
1976-09-14,15.54,10.7,76.46,0.16,
1976-09-15,13.74,9.65,76.38,0.01,
1976-09-16,12.79,8.45,81.92,0.09,
1976-09-17,11.25,8.41,75.42,0.0,
1976-09-18,11.55,12.49,88.0,0.32,
1976-09-19,13.33,11.29,86.58,0.02,
1976-09-20,12.0,6.42,70.92,0.02,
1976-09-21,12.75,7.15,80.92,0.03,
1976-09-22,13.24,9.9,73.38,0.01,
1976-09-23,12.55,11.71,71.92,0.0,
1976-09-24,14.15,6.99,79.04,0.12,
1976-09-25,12.63,10.29,76.75,0.0,
1976-09-26,11.23,11.35,78.0,0.0,
1976-09-27,14.25,9.97,83.71,0.15,
1976-09-28,16.03,6.63,96.04,0.4,
1976-09-29,15.27,4.85,96.12,0.31,
1976-09-30,12.03,14.99,91.75,0.04,
1976-10-01,11.23,15.69,71.46,0.0,
1976-10-02,10.61,13.82,78.58,0.0,
1976-10-03,12.89,10.25,85.12,0.15,
1976-10-04,13.16,6.0,90.54,0.02,
1976-10-05,12.48,10.85,88.92,0.03,
1976-10-06,11.0,13.9,79.75,0.07,
1976-10-07,15.57,14.85,86.25,0.11,
1976-10-08,14.13,15.16,76.04,0.02,
1976-10-09,11.51,8.42,91.62,0.06,
1976-10-10,15.28,6.96,90.12,0.0,
1976-10-11,15.94,9.35,91.08,0.0,
1976-10-12,14.82,9.55,86.75,0.0,
1976-10-13,13.75,11.77,90.54,0.0,
1976-10-14,13.91,10.25,89.62,0.07,
1976-10-15,11.84,6.91,90.46,0.07,
1976-10-16,8.08,11.75,90.71,0.0,
1976-10-17,3.13,18.18,87.08,0.46,
1976-10-18,6.82,17.64,83.92,0.01,
1976-10-19,8.3,15.53,77.12,0.0,
1976-10-20,8.48,14.25,77.08,0.0,
1976-10-21,7.23,11.36,83.62,0.0,
1976-10-22,8.26,8.65,86.58,0.01,
1976-10-23,9.95,13.02,83.67,0.0,
1976-10-24,8.11,12.12,79.0,0.0,
1976-10-25,6.74,7.27,84.83,0.0,
1976-10-26,5.12,8.78,94.5,0.0,
1976-10-27,5.28,9.75,93.67,0.0,
1976-10-28,5.41,16.37,87.04,0.0,
1976-10-29,6.55,10.6,86.46,0.0,
1976-10-30,6.97,9.7,91.38,0.0,
1976-10-31,6.13,18.6,83.79,0.12,
1976-11-01,4.98,10.97,78.29,0.0,
1976-11-02,6.14,13.77,81.21,0.01,
1976-11-03,6.8,10.66,93.92,0.03,
1976-11-04,6.86,6.88,88.12,0.02,
1976-11-05,5.84,7.88,85.5,0.0,
1976-11-06,6.9,11.97,89.5,0.0,
1976-11-07,10.86,13.53,87.96,0.0,
1976-11-08,8.04,13.97,87.38,0.26,
1976-11-09,6.83,10.94,83.38,0.0,
1976-11-10,6.67,12.0,90.08,0.0,
1976-11-11,6.7,9.45,92.83,0.05,
1976-11-12,6.9,9.9,89.17,0.0,
1976-11-13,7.15,13.93,94.04,0.32,
1976-11-14,7.09,11.65,97.96,0.17,
1976-11-15,6.68,14.17,92.62,0.1,
1976-11-16,5.79,11.42,94.38,0.11,
1976-11-17,4.44,8.08,86.25,0.03,
1976-11-18,4.37,8.25,87.71,0.0,
1976-11-19,4.3,14.8,88.04,0.02,
1976-11-20,2.14,10.93,87.29,0.0,
1976-11-21,0.5,6.75,90.79,0.0,
1976-11-22,2.42,18.9,87.92,0.09,
1976-11-23,0.48,19.34,81.46,0.02,
1976-11-24,0.58,15.42,92.58,0.1,
1976-11-25,-0.09,10.25,92.25,0.04,
1976-11-26,6.07,19.16,92.79,0.05,
1976-11-27,5.85,19.03,85.88,0.01,
1976-11-28,6.64,18.34,80.04,0.0,
1976-11-29,7.8,19.52,78.71,0.05,
1976-11-30,7.6,21.51,83.62,0.33,
1976-12-01,6.54,29.62,72.25,0.11,
1976-12-02,1.6,10.03,85.96,0.05,
1976-12-03,2.05,15.22,92.75,0.07,
1976-12-04,0.93,14.58,86.96,0.0,
1976-12-05,-0.08,10.92,89.21,0.0,
1976-12-06,0.72,14.29,85.08,0.02,
1976-12-07,3.5,16.9,86.54,0.08,
1976-12-08,3.1,10.86,93.79,0.03,
1976-12-09,4.64,17.84,91.38,0.08,
1976-12-10,2.27,18.44,91.0,0.09,
1976-12-11,1.16,14.14,87.33,0.07,
1976-12-12,0.55,15.38,90.58,0.17,
1976-12-13,-0.22,14.05,91.75,0.08,
1976-12-14,-1.17,13.32,90.75,0.13,
1976-12-15,-2.07,16.27,89.25,0.1,
1976-12-16,-2.06,13.1,90.29,0.13,
1976-12-17,-2.5,9.12,90.08,0.0,
1976-12-18,-1.52,16.1,86.38,0.04,
1976-12-19,0.8,9.49,94.0,0.0,
1976-12-20,0.56,15.75,92.67,0.0,
1976-12-21,1.6,11.48,95.62,0.0,
1976-12-22,2.29,10.92,91.83,0.0,
1976-12-23,0.87,4.97,97.46,0.0,
1976-12-24,-0.15,12.97,91.5,0.06,
1976-12-25,-3.43,19.64,78.83,0.02,
1976-12-26,-4.49,24.74,73.88,0.09,
1976-12-27,-2.09,17.25,82.04,0.09,
1976-12-28,-2.29,21.11,82.38,0.12,
1976-12-29,-8.72,10.35,86.83,0.0,
1976-12-30,-12.43,7.52,87.83,0.0,
1976-12-31,-9.58,13.14,81.08,0.0,
1977-01-01,-1.1,17.48,77.92,0.0,
1977-01-02,0.02,9.95,91.0,0.15,
1977-01-03,0.38,6.99,95.21,0.0,
1977-01-04,-0.14,3.02,99.29,0.0,
1977-01-05,-0.45,4.28,97.38,0.0,
1977-01-06,-0.14,12.87,94.21,0.05,
1977-01-07,0.94,18.95,94.42,0.14,
1977-01-08,-1.87,17.46,89.83,0.12,
1977-01-09,-3.04,13.83,92.67,0.05,
1977-01-10,1.12,18.5,90.5,0.14,
1977-01-11,0.03,13.1,88.71,0.0,
1977-01-12,-1.38,10.95,95.25,0.3,
1977-01-13,-0.83,10.95,91.08,0.02,
1977-01-14,-3.19,9.04,91.58,0.0,
1977-01-15,-1.73,11.38,90.88,0.03,
1977-01-16,-3.5,7.61,90.88,0.0,
1977-01-17,-3.05,4.98,94.42,0.0,
1977-01-18,-3.2,4.32,95.79,0.03,
1977-01-19,-3.39,5.8,94.42,0.0,
1977-01-20,-5.62,7.95,90.46,0.0,
1977-01-21,-5.56,12.0,87.67,0.0,
1977-01-22,-3.33,14.92,89.12,0.09,
1977-01-23,1.43,11.95,90.17,0.04,
1977-01-24,3.68,10.62,96.38,0.08,
1977-01-25,2.87,9.41,96.46,0.1,
1977-01-26,7.69,18.99,88.54,0.28,
1977-01-27,5.83,21.62,81.67,0.05,
1977-01-28,4.42,10.52,91.38,0.11,
1977-01-29,2.62,7.15,93.29,0.0,
1977-01-30,0.05,17.55,79.12,0.05,
1977-01-31,-1.01,10.17,76.21,0.0,
1977-02-01,-1.9,4.14,75.5,0.0,
1977-02-02,-2.62,8.56,71.96,0.0,
1977-02-03,-3.5,14.8,69.08,0.0,
1977-02-04,0.9,15.65,75.83,0.06,
1977-02-05,1.47,11.33,94.58,0.08,
1977-02-06,4.36,11.78,95.71,0.03,
1977-02-07,4.83,15.55,94.21,0.15,
1977-02-08,5.22,21.01,90.04,0.31,
1977-02-09,0.99,13.44,89.0,0.05,
1977-02-10,-0.52,13.04,90.71,0.08,
1977-02-11,3.6,9.81,94.0,0.23,
1977-02-12,4.26,8.35,90.92,0.0,
1977-02-13,3.35,10.17,90.0,0.01,
1977-02-14,2.54,11.02,93.83,0.05,
1977-02-15,1.32,6.47,90.0,0.0,
1977-02-16,0.45,5.34,86.12,0.0,
1977-02-17,2.11,8.28,84.25,0.03,
1977-02-18,2.74,13.25,87.33,0.17,
1977-02-19,4.86,16.75,89.71,0.29,
1977-02-20,4.23,18.29,89.79,0.2,
1977-02-21,8.24,15.81,83.5,0.04,
1977-02-22,5.1,11.44,86.58,0.03,
1977-02-23,4.34,6.74,87.04,0.0,
1977-02-24,6.0,8.43,87.96,0.0,
1977-02-25,5.3,9.07,88.58,0.02,
1977-02-26,0.79,12.97,87.38,0.15,
1977-02-27,-1.8,14.16,72.46,0.11,
1977-02-28,-0.93,18.83,69.88,0.02,
1977-03-01,1.91,17.7,82.75,0.09,
1977-03-02,0.71,11.0,90.25,0.18,
1977-03-03,6.45,17.35,90.62,0.26,
1977-03-04,7.18,22.95,82.29,0.1,
1977-03-05,6.13,29.78,69.54,0.04,
1977-03-06,6.11,22.51,75.62,0.08,
1977-03-07,5.05,11.31,78.54,0.0,
1977-03-08,7.63,17.49,75.79,0.08,
1977-03-09,7.84,11.32,79.5,0.0,
1977-03-10,10.58,11.29,80.88,0.0,
1977-03-11,10.53,12.7,79.79,0.0,
1977-03-12,9.72,9.06,82.42,0.03,
1977-03-13,7.57,13.95,94.21,0.17,
1977-03-14,6.83,16.14,84.12,0.08,
1977-03-15,5.84,13.4,83.0,0.05,
1977-03-16,7.29,14.34,75.5,0.0,
1977-03-17,10.57,13.25,69.54,0.0,
1977-03-18,10.78,8.37,82.96,0.0,
1977-03-19,8.07,5.61,96.42,0.55,
1977-03-20,7.15,6.27,91.75,0.11,
1977-03-21,5.53,11.4,79.96,0.0,
1977-03-22,6.45,9.71,84.29,0.03,
1977-03-23,8.41,14.82,84.29,0.0,
1977-03-24,9.76,17.72,80.46,0.0,
1977-03-25,8.82,13.07,85.25,0.0,
1977-03-26,6.61,10.55,72.25,0.0,
1977-03-27,4.95,9.05,84.83,0.23,
1977-03-28,1.47,16.81,83.33,0.37,
1977-03-29,-0.74,16.73,65.17,0.03,
1977-03-30,-2.25,12.73,56.71,0.0,
1977-03-31,-1.93,10.2,62.04,0.0,
1977-04-01,1.84,16.34,76.92,0.12,
1977-04-02,8.21,21.63,67.92,0.11,
1977-04-03,6.12,11.3,78.0,0.22,
1977-04-04,4.64,20.5,80.58,0.1,
1977-04-05,4.23,18.45,80.88,0.11,
1977-04-06,5.77,21.63,86.62,0.25,
1977-04-07,3.78,14.77,74.62,0.06,
1977-04-08,2.12,7.52,73.5,0.02,
1977-04-09,1.73,14.43,69.29,0.0,
1977-04-10,0.2,20.81,67.67,0.21,
1977-04-11,1.23,10.71,75.83,0.11,
1977-04-12,2.01,10.58,78.29,0.05,
1977-04-13,6.51,15.57,87.38,0.25,
1977-04-14,4.23,14.2,79.0,0.07,
1977-04-15,3.66,8.81,90.25,0.15,
1977-04-16,4.1,12.53,77.75,0.06,
1977-04-17,5.79,10.92,64.54,0.0,
1977-04-18,4.77,16.06,62.25,0.01,
1977-04-19,3.47,13.0,65.62,0.03,
1977-04-20,4.31,10.04,66.96,0.0,
1977-04-21,6.78,17.59,79.79,0.12,
1977-04-22,11.0,22.58,83.83,0.18,
1977-04-23,11.2,20.37,79.5,0.18,
1977-04-24,7.33,23.07,81.17,0.26,
1977-04-25,7.19,16.9,73.96,0.05,
1977-04-26,9.82,10.98,74.21,0.01,
1977-04-27,11.06,17.73,69.33,0.07,
1977-04-28,8.8,10.88,64.0,0.0,
1977-04-29,12.12,13.7,71.58,0.06,
1977-04-30,8.99,12.0,90.79,0.48,
1977-05-01,11.49,11.56,87.17,0.2,
1977-05-02,12.34,8.72,76.96,0.36,
1977-05-03,13.27,11.09,86.83,0.01,
1977-05-04,19.93,20.91,69.0,0.0,
1977-05-05,20.19,16.52,67.33,0.27,
1977-05-06,11.88,13.82,71.0,0.09,
1977-05-07,10.97,5.88,75.25,0.05,
1977-05-08,11.28,3.47,74.38,0.04,
1977-05-09,11.23,5.9,81.0,0.19,
1977-05-10,12.45,11.75,71.0,0.0,
1977-05-11,12.93,12.49,70.25,0.06,
1977-05-12,15.74,16.1,73.0,0.13,
1977-05-13,14.15,11.8,80.29,0.3,
1977-05-14,11.87,7.16,78.83,0.07,
1977-05-15,10.04,9.39,82.62,0.0,
1977-05-16,11.1,12.95,71.5,0.05,
1977-05-17,11.08,12.28,71.08,0.0,
1977-05-18,11.55,14.43,67.92,0.0,
1977-05-19,10.33,15.92,76.0,0.0,
1977-05-20,10.01,24.46,89.75,0.96,
1977-05-21,8.5,20.3,82.88,0.3,
1977-05-22,10.33,14.85,64.08,0.0,
1977-05-23,10.75,8.47,60.92,0.0,
1977-05-24,12.78,6.4,66.79,0.0,
1977-05-25,11.43,14.67,68.92,0.0,
1977-05-26,8.64,14.11,60.42,0.0,
1977-05-27,10.16,8.78,66.08,0.0,
1977-05-28,14.3,7.1,67.21,0.0,
1977-05-29,14.57,12.6,64.79,0.0,
1977-05-30,9.7,11.23,74.17,0.08,
1977-05-31,8.39,10.42,72.38,0.06,
1977-06-01,8.98,7.33,68.83,0.0,
1977-06-02,11.53,9.95,72.62,0.04,
1977-06-03,11.59,7.28,85.67,0.25,
1977-06-04,12.27,15.79,78.75,0.01,
1977-06-05,12.03,14.13,66.92,0.01,
1977-06-06,12.83,13.32,68.54,0.02,
1977-06-07,15.36,18.0,71.25,0.06,
1977-06-08,14.76,11.94,78.62,0.38,
1977-06-09,16.88,8.69,80.42,0.07,
1977-06-10,22.68,13.38,68.75,0.0,
1977-06-11,18.01,13.34,77.54,0.08,
1977-06-12,18.06,9.87,81.5,0.07,
1977-06-13,21.95,10.72,72.92,0.0,
1977-06-14,22.07,11.66,76.83,0.03,
1977-06-15,20.58,5.88,83.46,0.31,
1977-06-16,19.49,5.83,89.71,0.25,
1977-06-17,18.72,5.88,87.33,0.04,
1977-06-18,19.31,5.07,82.08,0.08,
1977-06-19,19.2,6.77,84.58,0.34,
1977-06-20,18.07,13.74,79.96,0.02,
1977-06-21,17.15,5.4,77.46,0.01,
1977-06-22,17.71,5.88,75.38,0.02,
1977-06-23,18.01,7.03,73.79,0.01,
1977-06-24,19.17,5.8,74.38,0.01,
1977-06-25,19.68,7.14,72.38,0.04,
1977-06-26,17.8,11.54,74.29,0.09,
1977-06-27,14.25,16.64,62.38,0.01,
1977-06-28,15.7,11.63,66.62,0.0,
1977-06-29,16.88,6.7,76.42,0.21,
1977-06-30,15.64,8.97,71.25,0.0,
1977-07-01,16.87,11.23,66.08,0.01,
1977-07-02,17.03,15.24,66.62,0.04,
1977-07-03,16.38,10.91,64.0,0.0,
1977-07-04,17.5,11.34,67.54,0.0,
1977-07-05,18.14,13.84,72.38,0.04,
1977-07-06,15.98,12.15,88.29,0.23,
1977-07-07,15.92,16.26,83.79,0.3,
1977-07-08,15.45,13.56,90.58,0.23,
1977-07-09,16.49,13.0,86.33,0.06,
1977-07-10,17.53,16.08,81.75,0.15,
1977-07-11,19.63,12.77,69.42,0.0,
1977-07-12,20.22,5.75,74.33,0.0,
1977-07-13,19.61,11.54,72.29,0.0,
1977-07-14,14.72,17.9,66.12,0.03,
1977-07-15,12.39,10.33,76.88,0.06,
1977-07-16,13.7,15.47,63.79,0.0,
1977-07-17,15.3,18.01,60.88,0.03,
1977-07-18,15.19,17.75,81.54,0.22,
1977-07-19,16.11,15.08,80.58,0.18,
1977-07-20,16.93,13.07,70.54,0.0,
1977-07-21,16.06,12.08,72.71,0.02,
1977-07-22,15.23,11.44,73.96,0.0,
1977-07-23,15.75,12.85,79.58,0.04,
1977-07-24,18.06,17.44,85.33,0.64,
1977-07-25,15.01,7.74,90.12,0.47,
1977-07-26,14.79,15.95,83.75,0.11,
1977-07-27,14.88,13.6,77.92,0.07,
1977-07-28,16.32,4.48,80.12,0.0,
1977-07-29,18.15,9.81,76.17,0.01,
1977-07-30,19.63,12.02,77.42,0.03,
1977-07-31,17.71,16.13,82.62,0.18,
1977-08-01,16.86,20.49,79.17,0.02,
1977-08-02,17.41,20.1,68.71,0.06,
1977-08-03,15.23,17.38,90.83,0.78,
1977-08-04,17.2,12.5,81.08,0.03,
1977-08-05,18.26,6.09,78.29,0.03,
1977-08-06,18.58,9.64,76.29,0.0,
1977-08-07,18.71,12.22,75.96,0.0,
1977-08-08,19.52,9.41,85.29,0.92,
1977-08-09,18.78,6.02,82.21,0.02,
1977-08-10,17.74,8.75,83.04,0.1,
1977-08-11,15.48,13.47,91.79,0.92,
1977-08-12,16.79,7.85,86.92,0.03,
1977-08-13,16.93,4.84,84.96,0.22,
1977-08-14,16.32,8.24,91.79,0.33,
1977-08-15,16.13,11.6,82.21,0.07,
1977-08-16,14.96,8.57,72.04,0.01,
1977-08-17,15.1,10.56,70.75,0.0,
1977-08-18,15.87,14.81,80.46,0.46,
1977-08-19,15.05,7.91,93.25,0.13,
1977-08-20,14.03,11.38,90.54,0.5,
1977-08-21,14.44,14.8,86.71,0.0,
1977-08-22,15.24,17.41,75.62,0.0,
1977-08-23,14.71,12.95,72.5,0.03,
1977-08-24,13.79,4.13,77.33,0.0,
1977-08-25,15.34,12.69,72.88,0.0,
1977-08-26,18.58,8.92,73.67,0.0,
1977-08-27,17.37,6.97,84.46,0.05,
1977-08-28,17.1,5.61,83.04,0.15,
1977-08-29,15.47,6.1,82.29,0.0,
1977-08-30,18.79,11.55,81.0,0.0,
1977-08-31,20.77,6.63,85.5,0.0,
1977-09-01,20.21,7.38,87.21,0.29,
1977-09-02,19.83,5.37,86.46,0.33,
1977-09-03,18.43,5.95,92.92,0.63,
1977-09-04,15.85,10.68,78.21,0.07,
1977-09-05,15.14,7.22,83.04,0.01,
1977-09-06,17.88,8.77,77.08,0.01,
1977-09-07,17.43,12.33,81.67,0.11,
1977-09-08,14.24,4.9,74.58,0.07,
1977-09-09,12.22,13.58,80.29,0.36,
1977-09-10,10.39,17.25,78.08,0.09,
1977-09-11,13.17,15.7,92.42,0.37,
1977-09-12,15.75,22.1,76.58,0.03,
1977-09-13,10.67,9.43,66.08,0.0,
1977-09-14,10.82,19.6,71.04,0.0,
1977-09-15,13.09,27.87,67.92,0.03,
1977-09-16,10.12,21.25,65.42,0.01,
1977-09-17,8.66,9.27,76.67,0.04,
1977-09-18,8.11,7.72,77.29,0.0,
1977-09-19,9.18,6.44,76.62,0.0,
1977-09-20,10.47,4.91,78.88,0.0,
1977-09-21,10.65,4.43,80.46,0.0,
1977-09-22,11.46,9.0,90.33,0.14,
1977-09-23,10.15,6.91,92.46,0.09,
1977-09-24,9.0,11.1,76.38,0.0,
1977-09-25,7.61,14.1,72.17,0.0,
1977-09-26,7.87,15.92,65.71,0.0,
1977-09-27,6.95,14.85,63.21,0.0,
1977-09-28,8.45,15.18,68.38,0.0,
1977-09-29,13.2,17.35,73.04,0.06,
1977-09-30,13.25,23.38,74.25,0.0,
1977-10-01,11.4,27.96,72.83,0.2,
1977-10-02,8.87,25.17,76.62,0.16,
1977-10-03,7.77,16.25,86.25,0.1,
1977-10-04,8.64,16.4,87.0,0.08,
1977-10-05,12.43,15.66,80.21,0.09,
